,postcode,bedrooms,main_type,second_level_type,footprint_area_sqm,abshmin,absh2,abshmax,relh2,relhmax,internal_floor_area_sqm,chain_1_hash
0,SW11 1AE,1,FLA,BLK,95.2683,18.1,29.7,30.7,11.6,12.6,81.0,
1,SW11 1BA,5,HSE,TERR,67.7044,18.2,25.1,28.8,6.9,10.6,165.0,e2526af87b9967186a5e53b783957cf3
2,SW11 1BA,5,HSE,TERR,84.70275,18.4,25.3,29.0,6.9,10.6,184.0,e2526af87b9967186a5e53b783957cf3
3,SW11 1BA,5,HSE,TERR,89.63606,18.5,24.2,28.7,5.7,10.2,218.0,e2526af87b9967186a5e53b783957cf3
4,SW11 1BA,5,HSE,TERR,71.91312,18.7,25.3,28.8,6.6,10.1,172.0,e2526af87b9967186a5e53b783957cf3
5,SW11 1BA,5,HSE,TERR,75.51987,18.8,25.4,29.0,6.6,10.2,171.0,e2526af87b9967186a5e53b783957cf3
6,SW11 1BA,4,HSE,TERR,67.70507,19.1,26.8,29.2,7.7,10.1,149.0,e2526af87b9967186a5e53b783957cf3
7,SW11 1BA,4,HSE,TERR,84.07595,19.4,25.8,29.1,6.4,9.7,137.0,e2526af87b9967186a5e53b783957cf3
8,SW11 1BA,5,HSE,TERR,105.26764,19.7,27.8,30.4,8.1,10.7,308.0,e2526af87b9967186a5e53b783957cf3
9,SW11 1BA,5,HSE,TERR,98.28077,20.4,28.9,31.3,8.5,10.9,238.0,e2526af87b9967186a5e53b783957cf3
10,SW11 1BD,5,FLA,BLK,84.68179,11.1,19.3,22.7,8.2,11.6,183.0,b68c5e7cdfeb801b68b96e31af143951
11,SW11 1BD,5,HSE,TERR,71.37608,10.9,19.4,22.3,8.5,11.4,218.0,b68c5e7cdfeb801b68b96e31af143951
12,SW11 1BD,4,HSE,TERR,62.57501,10.1,18.6,21.0,8.5,10.9,166.0,90530a0223597c2b8b7d14a193f56ab1
13,SW11 1BD,4,FLA,CNV,77.23081,10.6,21.2,24.2,10.6,13.6,109.0,b68c5e7cdfeb801b68b96e31af143951
14,SW11 1BE,4,HSE,TERR,78.05706,10.8,20.3,23.1,9.5,12.3,136.0,96e764b3d35443e3d9a2d85ea5dcacf9
15,SW11 1BE,5,HSE,TERR,97.98419,12.5,23.2,25.8,10.7,13.3,248.0,01b78241118448885fb585c840786301
16,SW11 1BE,1,FLA,CNV,59.17372,10.3,19.4,22.1,9.1,11.8,76.0,96e764b3d35443e3d9a2d85ea5dcacf9
17,SW11 1BG,4,HSE,TERR,62.53625,12.6,20.5,24.4,7.9,11.8,134.0,6419ea1168a72bd0579dc6a0ad0f91eb
18,SW11 1BG,5,HSE,TERR,69.75025,13.4,22.8,25.4,9.4,12.0,192.0,6419ea1168a72bd0579dc6a0ad0f91eb
19,SW11 1BG,4,HSE,TERR,60.38,14.4,22.9,26.3,8.5,11.9,153.0,6419ea1168a72bd0579dc6a0ad0f91eb
20,SW11 1BG,3,FLA,CNV,84.91152,11.7,20.8,23.9,9.1,12.2,97.0,6419ea1168a72bd0579dc6a0ad0f91eb
21,SW11 1BG,2,FLA,CNV,92.17781,12.0,21.1,18.6,9.1,6.6,114.0,6419ea1168a72bd0579dc6a0ad0f91eb
22,SW11 1BH,1,HSE,TERR,77.8729,19.6,25.6,29.4,6.0,9.8,50.0,e17e853f319518fec03d6aa8b952dbf8
23,SW11 1BH,3,HSE,TERR,81.04085,19.9,26.1,29.6,6.2,9.7,110.0,e17e853f319518fec03d6aa8b952dbf8
24,SW11 1BH,4,HSE,TERR,73.01519,20.2,27.4,30.4,7.2,10.2,158.0,e17e853f319518fec03d6aa8b952dbf8
25,SW11 1BH,3,HSE,TERR,77.9918,20.8,27.5,30.7,6.7,9.9,118.0,e17e853f319518fec03d6aa8b952dbf8
26,SW11 1BJ,5,HSE,TERR,99.31022,19.4,26.7,29.7,7.3,10.3,194.0,d0624e08e05542a05c6d50d1a2202e39
27,SW11 1BJ,4,HSE,TERR,71.73139,19.6,24.9,29.5,5.3,9.9,142.0,d0624e08e05542a05c6d50d1a2202e39
28,SW11 1BJ,4,HSE,TERR,76.81112,19.8,26.2,28.9,6.4,9.1,160.0,d0624e08e05542a05c6d50d1a2202e39
29,SW11 1BJ,4,HSE,TERR,68.35823,20.2,24.9,30.9,4.7,10.7,150.0,d0624e08e05542a05c6d50d1a2202e39
30,SW11 1BJ,4,HSE,TERR,63.84047,20.3,25.3,29.9,5.0,9.6,158.0,d0624e08e05542a05c6d50d1a2202e39
31,SW11 1BJ,4,HSE,TERR,72.72273,20.4,26.7,29.9,6.3,9.5,145.0,d0624e08e05542a05c6d50d1a2202e39
32,SW11 1BJ,4,HSE,TERR,80.3881,20.6,27.4,29.6,6.8,9.0,160.0,d0624e08e05542a05c6d50d1a2202e39
33,SW11 1BJ,3,HSE,TERR,70.86861,20.7,27.0,30.7,6.3,10.0,126.0,d0624e08e05542a05c6d50d1a2202e39
34,SW11 1BJ,4,HSE,TERR,76.33435,21.0,28.0,30.7,7.0,9.7,134.0,d0624e08e05542a05c6d50d1a2202e39
35,SW11 1BJ,4,HSE,TERR,64.72782,21.1,26.1,30.8,5.0,9.7,180.0,d0624e08e05542a05c6d50d1a2202e39
36,SW11 1BJ,4,HSE,TERR,75.22542,21.3,27.7,31.4,6.4,10.1,140.0,d0624e08e05542a05c6d50d1a2202e39
37,SW11 1BJ,3,HSE,TERR,70.01593,21.4,26.9,30.9,5.5,9.5,116.0,d0624e08e05542a05c6d50d1a2202e39
38,SW11 1BJ,3,FLA,CNV,71.12125,19.1,26.6,28.3,7.5,9.2,133.0,
39,SW11 1BJ,3,FLA,CNV,71.12125,19.1,26.6,28.3,7.5,9.2,113.0,
40,SW11 1BL,1,HSE,TERR,72.04418,15.7,24.9,27.7,9.2,12.0,152.0,66a7f3c8996c73cfa30ae97438e1e9b5
41,SW11 1BL,5,HSE,TERR,84.00174,16.5,23.8,26.9,7.3,10.4,153.0,66a7f3c8996c73cfa30ae97438e1e9b5
42,SW11 1BL,3,HSE,TERR,72.33355,12.0,21.1,23.7,9.1,11.7,117.0,66a7f3c8996c73cfa30ae97438e1e9b5
43,SW11 1BL,4,HSE,TERR,101.53712,13.6,20.1,23.8,6.5,10.2,180.0,66a7f3c8996c73cfa30ae97438e1e9b5
44,SW11 1BL,4,HSE,TERR,81.78507,14.6,23.8,25.6,9.2,11.0,147.0,66a7f3c8996c73cfa30ae97438e1e9b5
45,SW11 1BL,2,FLA,CNV,68.64126,14.4,20.9,25.5,6.5,11.1,74.0,66a7f3c8996c73cfa30ae97438e1e9b5
46,SW11 1BN,5,HSE,TERR,83.44924,16.6,24.2,26.9,7.6,10.3,222.0,91ef1091508c098e9d8844dbd1900223
47,SW11 1BN,5,HSE,TERR,90.56119,17.2,24.3,27.4,7.1,10.2,203.0,91ef1091508c098e9d8844dbd1900223
48,SW11 1BN,5,HSE,TERR,76.65804,17.4,24.7,27.3,7.3,9.9,161.0,91ef1091508c098e9d8844dbd1900223
49,SW11 1BN,5,HSE,TERR,79.79318,17.7,25.4,27.4,7.7,9.7,152.0,91ef1091508c098e9d8844dbd1900223
50,SW11 1BN,2,HSE,TERR,83.95636,13.9,25.0,27.6,11.1,13.7,72.0,91ef1091508c098e9d8844dbd1900223
51,SW11 1BN,5,HSE,TERR,84.74478,15.0,21.8,24.7,6.8,9.7,198.0,91ef1091508c098e9d8844dbd1900223
52,SW11 1BN,4,FLA,CNV,72.54548,15.3,22.3,25.0,7.0,9.7,123.0,91ef1091508c098e9d8844dbd1900223
53,SW11 1BN,2,HSE,TERR,66.735,12.2,21.1,24.1,8.9,11.9,68.0,91ef1091508c098e9d8844dbd1900223
54,SW11 1BP,5,HSE,TERR,95.55012,16.8,24.4,27.6,7.6,10.8,205.0,28f77cf76b5aff375c7fcff565d4648d
55,SW11 1BP,4,HSE,TERR,105.57486,16.6,24.2,27.8,7.6,11.2,173.0,28f77cf76b5aff375c7fcff565d4648d
56,SW11 1BP,4,HSE,TERR,64.24,16.1,21.1,25.7,5.0,9.6,144.0,1fb8421b8004c17f5720a2bfbf19f93d
57,SW11 1BP,3,HSE,TERR,61.59124,15.8,21.7,25.3,5.9,9.5,122.0,1fb8421b8004c17f5720a2bfbf19f93d
58,SW11 1BP,2,HSE,TERR,76.52292,17.3,26.7,30.3,9.4,13.0,128.0,28f77cf76b5aff375c7fcff565d4648d
59,SW11 1BP,2,HSE,TERR,81.05897,13.2,21.7,20.3,8.5,7.1,128.0,ebd0fb23abd236ba0d16774b60a79f1d
60,SW11 1BP,4,HSE,TERR,80.74642,13.0,21.9,24.9,8.9,11.9,284.0,ebd0fb23abd236ba0d16774b60a79f1d
61,SW11 1BP,1,FLA,CNV,62.30126,12.2,15.3,22.9,3.1,10.7,129.0,ebd0fb23abd236ba0d16774b60a79f1d
62,SW11 1BP,5,HSE,TERR,65.63331,12.0,20.3,22.8,8.3,10.8,177.0,ebd0fb23abd236ba0d16774b60a79f1d
63,SW11 1BP,4,HSE,TERR,72.56652,11.6,19.2,22.6,7.6,11.0,180.0,ebd0fb23abd236ba0d16774b60a79f1d
64,SW11 1BP,4,FLA,CNV,58.94874,11.2,19.5,21.4,8.3,10.2,106.0,ebd0fb23abd236ba0d16774b60a79f1d
65,SW11 1BP,1,FLA,CNV,62.30126,12.2,15.3,22.9,3.1,10.7,129.0,ebd0fb23abd236ba0d16774b60a79f1d
66,SW11 1BP,4,HSE,TERR,86.49356,13.5,21.6,24.7,8.1,11.2,164.0,ebd0fb23abd236ba0d16774b60a79f1d
67,SW11 1BP,3,FLA,CNV,59.40573,17.2,26.3,30.4,9.1,13.2,106.0,28f77cf76b5aff375c7fcff565d4648d
68,SW11 1BQ,3,HSE,TERR,77.06162,18.8,23.5,28.9,4.7,10.1,146.0,fa5f4379e2b60a853428d88b1ffe19ec
69,SW11 1BQ,3,HSE,TERR,61.58274,19.0,25.6,28.7,6.6,9.7,116.0,fa5f4379e2b60a853428d88b1ffe19ec
70,SW11 1BQ,4,HSE,TERR,69.4274,19.1,24.9,28.5,5.8,9.4,146.0,fa5f4379e2b60a853428d88b1ffe19ec
71,SW11 1BQ,5,HSE,TERR,79.43856,19.7,25.5,30.6,5.8,10.9,186.0,751885892b0eae3164854988b967aaef
72,SW11 1BQ,4,FLA,CNV,82.37073,20.0,29.4,31.9,9.4,11.9,137.0,751885892b0eae3164854988b967aaef
73,SW11 1BQ,5,HSE,TERR,77.19416,20.2,29.4,32.3,9.2,12.1,264.0,751885892b0eae3164854988b967aaef
74,SW11 1BQ,5,HSE,TERR,72.4243,20.7,27.5,31.8,6.8,11.1,218.0,751885892b0eae3164854988b967aaef
75,SW11 1BQ,1,FLA,CNV,68.73125,20.9,29.0,32.0,8.1,11.1,61.0,751885892b0eae3164854988b967aaef
76,SW11 1BQ,3,FLA,CNV,68.73125,20.9,29.0,32.0,8.1,11.1,93.0,751885892b0eae3164854988b967aaef
77,SW11 1BQ,2,FLA,CNV,75.28081,18.1,23.0,27.9,4.9,9.8,62.0,e17e853f319518fec03d6aa8b952dbf8
78,SW11 1BW,3,HSE,TERR,66.44499,17.7,26.8,28.5,9.1,10.8,183.0,df3a549507f9dbc158bb675b8f006a58
79,SW11 1BW,1,HSE,TERR,72.68895,17.6,25.7,27.6,8.1,10.0,153.0,df3a549507f9dbc158bb675b8f006a58
80,SW11 1BW,5,HSE,TERR,77.04908,17.0,25.1,28.4,8.1,11.4,172.0,df3a549507f9dbc158bb675b8f006a58
81,SW11 1BW,3,FLA,CNV,65.25375,18.1,27.4,28.8,9.3,10.7,140.0,df3a549507f9dbc158bb675b8f006a58
82,SW11 1BW,4,HSE,TERR,68.7564,15.8,22.4,25.9,6.6,10.1,140.0,df3a549507f9dbc158bb675b8f006a58
83,SW11 1BW,3,HSE,TERR,55.32624,14.8,20.0,23.8,5.2,9.0,107.0,df3a549507f9dbc158bb675b8f006a58
84,SW11 1BW,4,HSE,TERR,64.80406,14.0,22.3,25.5,8.3,11.5,135.0,df3a549507f9dbc158bb675b8f006a58
85,SW11 1BW,3,FLA,CNV,65.41124,18.0,26.8,28.6,8.8,10.6,125.0,df3a549507f9dbc158bb675b8f006a58
86,SW11 1BW,3,HSE,TERR,63.61378,13.5,19.1,24.1,5.6,10.6,117.0,df3a549507f9dbc158bb675b8f006a58
87,SW11 1BW,4,HSE,TERR,62.685,13.3,21.2,22.8,7.9,9.5,177.0,df3a549507f9dbc158bb675b8f006a58
88,SW11 1BW,4,HSE,TERR,66.65001,17.9,25.3,28.2,7.4,10.3,150.0,df3a549507f9dbc158bb675b8f006a58
89,SW11 1BW,4,HSE,TERR,66.61567,11.5,17.2,21.1,5.7,9.6,152.0,df3a549507f9dbc158bb675b8f006a58
90,SW11 1BW,2,HSE,TERR,71.12085,10.7,18.3,19.6,7.6,8.9,128.0,df3a549507f9dbc158bb675b8f006a58
91,SW11 1BW,2,HSE,TERR,65.00501,17.8,26.0,28.4,8.2,10.6,185.0,df3a549507f9dbc158bb675b8f006a58
92,SW11 1BW,2,FLA,CNV,44.77501,18.2,27.1,28.8,8.9,10.6,71.0,df3a549507f9dbc158bb675b8f006a58
93,SW11 1BW,1,FLA,CNV,65.25375,18.1,27.4,28.8,9.3,10.7,36.0,df3a549507f9dbc158bb675b8f006a58
94,SW11 1BW,1,FLA,CNV,65.41124,18.0,26.8,28.6,8.8,10.6,51.0,df3a549507f9dbc158bb675b8f006a58
95,SW11 1BW,1,FLA,CNV,48.00126,17.1,24.5,28.2,7.4,11.1,42.0,df3a549507f9dbc158bb675b8f006a58
96,SW11 1BW,3,FLA,CNV,71.50515,13.1,19.4,21.7,6.3,8.6,130.0,df3a549507f9dbc158bb675b8f006a58
97,SW11 1DA,4,HSE,TERR,68.02126,19.0,24.4,28.4,5.4,9.4,137.0,541d679267572fb290473b839e72974c
98,SW11 1DA,2,HSE,TERR,80.20055,18.9,22.8,27.8,3.9,8.9,77.0,541d679267572fb290473b839e72974c
99,SW11 1DA,3,HSE,TERR,69.81568,18.7,25.6,28.3,6.9,9.6,147.0,541d679267572fb290473b839e72974c
100,SW11 1DA,4,HSE,TERR,66.4657,18.6,24.9,28.0,6.3,9.4,133.0,541d679267572fb290473b839e72974c
101,SW11 1DA,3,HSE,TERR,72.7216,18.3,24.1,28.1,5.8,9.8,119.0,541d679267572fb290473b839e72974c
102,SW11 1DA,2,HSE,SEM,47.80396,17.7,24.3,27.7,6.6,10.0,93.0,4e787024c4c5ca1e9ca77193cbd19914
103,SW11 1DA,3,HSE,TERR,67.90985,18.5,23.9,27.8,5.4,9.3,234.0,541d679267572fb290473b839e72974c
104,SW11 1DA,4,HSE,TERR,66.43969,18.4,23.6,28.4,5.2,10.0,132.0,541d679267572fb290473b839e72974c
105,SW11 1DA,2,FLA,BLK,79.8275,18.1,24.8,28.8,6.7,10.7,76.0,8fad3e3abbc08336f888c2725965f7fe
106,SW11 1DA,2,FLA,BLK,79.8275,18.1,24.8,28.8,6.7,10.7,75.0,8fad3e3abbc08336f888c2725965f7fe
107,SW11 1DA,2,FLA,BLK,79.8275,18.1,24.8,28.8,6.7,10.7,65.0,8fad3e3abbc08336f888c2725965f7fe
108,SW11 1DB,2,HSE,TERR,69.19382,18.6,32.4,33.8,13.8,15.2,,b3a101601a0d42644d026ab6ab678fa6
109,SW11 1DH,7,HSE,TERR,102.6625,19.6,28.0,30.8,8.4,11.2,297.0,de9be9de78fdca69a1f66c1f03182089
110,SW11 1DH,7,HSE,TERR,124.44269,18.7,27.3,29.8,8.6,11.1,321.0,4c61fefdabca588c37d910e61f2d281f
111,SW11 1DH,6,HSE,TERR,102.1437,19.5,27.7,31.4,8.2,11.9,265.0,de9be9de78fdca69a1f66c1f03182089
112,SW11 1DH,1,HSE,TERR,73.7675,19.7,27.5,30.7,7.8,11.0,194.0,de9be9de78fdca69a1f66c1f03182089
113,SW11 1DH,2,HSE,TERR,149.27632,19.0,26.5,30.7,7.5,11.7,89.0,4c61fefdabca588c37d910e61f2d281f
114,SW11 1DH,2,FLA,CNV,100.72046,19.2,27.5,30.5,8.3,11.3,92.0,4c61fefdabca588c37d910e61f2d281f
115,SW11 1DH,2,FLA,BLK,107.36244,19.1,27.4,30.7,8.3,11.6,60.0,4c61fefdabca588c37d910e61f2d281f
116,SW11 1DH,2,FLA,BLK,107.36244,19.1,27.4,30.7,8.3,11.6,123.0,4c61fefdabca588c37d910e61f2d281f
117,SW11 1DJ,7,HSE,TERR,127.63645,18.5,27.1,30.4,8.6,11.9,290.0,4c61fefdabca588c37d910e61f2d281f
118,SW11 1DJ,7,HSE,TERR,137.99502,18.1,26.5,29.6,8.4,11.5,311.0,4c61fefdabca588c37d910e61f2d281f
119,SW11 1DJ,2,FLA,CNV,125.56292,17.8,26.0,28.8,8.2,11.0,98.0,4c61fefdabca588c37d910e61f2d281f
120,SW11 1DJ,1,HSE,TERR,115.18408,17.5,26.0,28.7,8.5,11.2,,4c61fefdabca588c37d910e61f2d281f
121,SW11 1DJ,3,HSE,TERR,143.16375,17.2,25.6,28.5,8.4,11.3,119.0,4c61fefdabca588c37d910e61f2d281f
122,SW11 1DJ,2,FLA,BLK,114.08499,17.7,25.7,28.9,8.0,11.2,87.0,4c61fefdabca588c37d910e61f2d281f
123,SW11 1DJ,2,HSE,TERR,155.08241,17.9,25.4,29.1,7.5,11.2,83.0,4c61fefdabca588c37d910e61f2d281f
124,SW11 1DJ,2,HSE,TERR,135.83622,18.3,26.8,30.3,8.5,12.0,62.0,4c61fefdabca588c37d910e61f2d281f
125,SW11 1DJ,2,FLA,BLK,114.08499,17.7,25.7,28.9,8.0,11.2,79.0,4c61fefdabca588c37d910e61f2d281f
126,SW11 1DJ,2,FLA,CNV,125.56292,17.8,26.0,28.8,8.2,11.0,77.0,4c61fefdabca588c37d910e61f2d281f
127,SW11 1DL,5,HSE,TERR,92.60033,19.4,27.3,30.0,7.9,10.6,224.0,8f0d41fa392da298f04016b8f0a59373
128,SW11 1DL,5,HSE,TERR,76.71871,19.4,27.2,30.4,7.8,11.0,197.0,8f0d41fa392da298f04016b8f0a59373
129,SW11 1DL,5,HSE,TERR,80.4414,19.4,27.1,30.0,7.7,10.6,216.0,8f0d41fa392da298f04016b8f0a59373
130,SW11 1DL,4,HSE,TERR,76.8337,19.4,27.7,30.3,8.3,10.9,161.0,8f0d41fa392da298f04016b8f0a59373
131,SW11 1DL,5,HSE,TERR,94.64428,19.3,27.6,29.9,8.3,10.6,228.0,8f0d41fa392da298f04016b8f0a59373
132,SW11 1DN,7,HSE,TERR,134.42769,18.4,26.7,30.3,8.3,11.9,341.0,8f0d41fa392da298f04016b8f0a59373
133,SW11 1DN,1,FLA,BLK,127.40028,18.2,26.3,29.9,8.1,11.7,,8f0d41fa392da298f04016b8f0a59373
134,SW11 1DN,7,HSE,TERR,135.43619,18.1,26.4,30.3,8.3,12.2,319.0,8f0d41fa392da298f04016b8f0a59373
135,SW11 1DN,4,HSE,TERR,139.7178,17.9,26.2,30.6,8.3,12.7,161.0,8f0d41fa392da298f04016b8f0a59373
136,SW11 2AB,3,FLA,BLK,261.5881,18.5,24.0,29.9,5.5,11.4,87.0,3e1d002391512bd391e8627168878629
137,SW11 2AB,3,FLA,BLK,261.5881,18.5,24.0,29.9,5.5,11.4,96.0,3e1d002391512bd391e8627168878629
138,SW11 2AB,3,FLA,BLK,261.5881,18.5,24.0,29.9,5.5,11.4,81.0,3e1d002391512bd391e8627168878629
139,SW11 2AB,3,FLA,BLK,261.5881,18.5,24.0,29.9,5.5,11.4,91.0,3e1d002391512bd391e8627168878629
140,SW11 2AB,4,FLA,BLK,261.5881,18.5,24.0,29.9,5.5,11.4,150.0,3e1d002391512bd391e8627168878629
141,SW11 2AE,3,FLA,CNV,65.01075,17.5,24.6,29.8,7.1,12.3,100.0,2152f0bdc5caedb391f08845e1dcd9e5
142,SW11 1DP,5,HSE,TERR,55.98593,20.1,28.9,30.9,8.8,10.8,169.0,6a444eb376cc545a7ddee4683d4107bd
143,SW11 1DP,2,FLA,CNV,57.13116,19.2,27.8,30.6,8.6,11.4,74.0,6a444eb376cc545a7ddee4683d4107bd
144,SW11 1DP,4,HSE,TERR,55.47936,19.2,27.5,29.8,8.3,10.6,112.0,6a444eb376cc545a7ddee4683d4107bd
145,SW11 1DP,5,HSE,TERR,56.89626,19.8,28.3,30.8,8.5,11.0,157.0,6a444eb376cc545a7ddee4683d4107bd
146,SW11 1DP,2,FLA,CNV,75.14462,20.0,27.3,31.4,7.3,11.4,101.0,6a444eb376cc545a7ddee4683d4107bd
147,SW11 1DP,2,FLA,CNV,59.475,19.1,27.1,31.5,8.0,12.4,58.0,6a444eb376cc545a7ddee4683d4107bd
148,SW11 1DP,2,FLA,CNV,59.475,19.1,27.1,31.5,8.0,12.4,75.0,6a444eb376cc545a7ddee4683d4107bd
149,SW11 1DP,3,FLA,CNV,60.0175,19.1,27.3,31.7,8.2,12.6,96.0,6a444eb376cc545a7ddee4683d4107bd
150,SW11 1DP,2,FLA,CNV,68.21393,19.4,26.7,29.8,7.3,10.4,47.0,6a444eb376cc545a7ddee4683d4107bd
151,SW11 1DP,1,FLA,CNV,62.77127,20.1,28.2,30.5,8.1,10.4,57.0,6a444eb376cc545a7ddee4683d4107bd
152,SW11 1DP,2,FLA,CNV,63.04577,20.2,27.0,30.8,6.8,10.6,73.0,6a444eb376cc545a7ddee4683d4107bd
153,SW11 1DP,1,FLA,CNV,60.3301,19.3,27.4,29.7,8.1,10.4,76.0,6a444eb376cc545a7ddee4683d4107bd
154,SW11 1DP,2,FLA,CNV,56.34715,19.9,28.1,30.6,8.2,10.7,69.0,6a444eb376cc545a7ddee4683d4107bd
155,SW11 1DR,3,FLA,CNV,90.95682,19.7,27.8,32.0,8.1,12.3,102.0,831f156470da159903d41a1f23b784ab
156,SW11 1DR,2,FLA,CNV,57.8125,19.7,28.0,32.7,8.3,13.0,87.0,831f156470da159903d41a1f23b784ab
157,SW11 1DR,4,HSE,TERR,73.99657,20.0,29.9,32.7,9.9,12.7,158.0,831f156470da159903d41a1f23b784ab
158,SW11 1DR,4,HSE,TERR,76.13777,20.0,29.7,32.6,9.7,12.6,161.0,831f156470da159903d41a1f23b784ab
159,SW11 1DR,1,FLA,CNV,90.95682,19.7,27.8,32.0,8.1,12.3,56.0,831f156470da159903d41a1f23b784ab
160,SW11 2AF,5,HSE,TERR,56.8675,18.2,29.2,32.6,11.0,14.4,205.0,d0a0a9d05ecb80826d62cd9158398c89
161,SW11 2AF,2,FLA,CNV,53.57748,18.4,28.5,32.7,10.1,14.3,95.0,d0a0a9d05ecb80826d62cd9158398c89
162,SW11 2AF,4,FLA,CNV,53.57748,18.4,28.5,32.7,10.1,14.3,95.0,d0a0a9d05ecb80826d62cd9158398c89
163,SW11 1DR,1,FLA,CNV,57.22502,19.8,29.5,31.8,9.7,12.0,45.0,831f156470da159903d41a1f23b784ab
164,SW11 1DR,2,FLA,CNV,61.73126,19.9,29.3,32.6,9.4,12.7,45.0,831f156470da159903d41a1f23b784ab
165,SW11 2AF,1,FLA,CNV,57.65073,18.4,28.6,31.0,10.2,12.6,46.0,4ac8305c50cdf9adbc1228937801c922
166,SW11 1DS,1,FLA,CNV,54.76375,17.7,27.1,28.1,9.4,10.4,45.0,1c7746e95992096cecd64be1ab029116
167,SW11 2AF,2,FLA,CNV,57.035,18.6,29.3,32.6,10.7,14.0,80.0,d0a0a9d05ecb80826d62cd9158398c89
168,SW11 1DS,4,HSE,TERR,61.27625,18.3,26.2,29.0,7.9,10.7,125.0,fc672abca63a7db1c6f3b5edb20cd453
169,SW11 2AF,4,FLA,BLK,57.16124,18.5,29.4,32.7,10.9,14.2,121.0,d0a0a9d05ecb80826d62cd9158398c89
170,SW11 1DS,4,HSE,TERR,60.44926,18.4,26.0,29.2,7.6,10.8,123.0,fc672abca63a7db1c6f3b5edb20cd453
171,SW11 1DS,3,HSE,TERR,61.1325,18.7,25.7,29.2,7.0,10.5,105.0,fc672abca63a7db1c6f3b5edb20cd453
172,SW11 2AG,1,FLA,CNV,91.25757,18.2,28.2,31.4,10.0,13.2,43.0,7ec8b03567933062f0d2cef1431c4c03
173,SW11 1DS,4,HSE,TERR,75.63807,19.0,27.1,30.1,8.1,11.1,132.0,fc672abca63a7db1c6f3b5edb20cd453
174,SW11 1DS,2,FLA,CNV,50.1775,17.9,27.2,28.0,9.3,10.1,46.0,1c7746e95992096cecd64be1ab029116
175,SW11 1DS,5,HSE,TERR,61.51874,19.4,27.1,30.6,7.7,11.2,154.0,fc672abca63a7db1c6f3b5edb20cd453
176,SW11 1DS,5,HSE,TERR,60.65125,19.4,27.6,30.9,8.2,11.5,150.0,fc672abca63a7db1c6f3b5edb20cd453
177,SW11 1DS,4,HSE,TERR,60.87649,19.4,27.5,30.4,8.1,11.0,126.0,fc672abca63a7db1c6f3b5edb20cd453
178,SW11 1DS,1,FLA,CNV,53.9275,17.7,27.1,28.2,9.4,10.5,46.0,5df708178e7479d35317b70439aa1863
179,SW11 1DS,1,FLA,CNV,53.9275,17.7,27.1,28.2,9.4,10.5,58.0,5df708178e7479d35317b70439aa1863
180,SW11 1DS,1,FLA,CNV,51.6375,17.8,27.2,28.2,9.4,10.4,45.0,1c7746e95992096cecd64be1ab029116
181,SW11 1DS,2,FLA,CNV,64.03875,19.5,26.7,30.1,7.2,10.6,84.0,fc672abca63a7db1c6f3b5edb20cd453
182,SW11 1DS,1,FLA,CNV,64.03875,19.5,26.7,30.1,7.2,10.6,54.0,fc672abca63a7db1c6f3b5edb20cd453
183,SW11 1DS,2,FLA,CNV,82.44013,18.1,26.6,29.0,8.5,10.9,73.0,fc672abca63a7db1c6f3b5edb20cd453
184,SW11 2AH,2,FLA,CNV,50.56593,15.4,26.4,30.4,11.0,15.0,53.0,9a089520446cd5cdd80d1e4326e59487
185,SW11 1DS,2,FLA,CNV,79.34263,18.6,26.4,29.5,7.8,10.9,95.0,fc672abca63a7db1c6f3b5edb20cd453
186,SW11 2AH,3,FLA,CNV,49.37376,15.6,26.2,30.7,10.6,15.1,51.0,9a089520446cd5cdd80d1e4326e59487
187,SW11 1DS,1,FLA,CNV,58.1695,19.1,26.8,29.7,7.7,10.6,43.0,fc672abca63a7db1c6f3b5edb20cd453
188,SW11 2AH,2,HSE,TERR,54.53633,15.7,26.7,30.7,11.0,15.0,55.0,9a089520446cd5cdd80d1e4326e59487
189,SW11 2AH,2,FLA,CNV,52.4875,15.7,26.8,30.9,11.1,15.2,88.0,9a089520446cd5cdd80d1e4326e59487
190,SW11 1DS,1,FLA,CNV,81.41243,19.3,26.9,30.3,7.6,11.0,75.0,fc672abca63a7db1c6f3b5edb20cd453
191,SW11 1DW,4,HSE,TERR,63.0475,18.0,26.6,29.4,8.6,11.4,117.0,6a444eb376cc545a7ddee4683d4107bd
192,SW11 3AA,4,HSE,TERR,53.08964,3.7,11.1,12.4,7.4,8.7,141.0,358f0fc93e74dd7e2e1683b311de9c93
193,SW11 1DW,4,HSE,TERR,70.80251,18.1,26.1,29.1,8.0,11.0,175.0,6a444eb376cc545a7ddee4683d4107bd
194,SW11 3AA,1,HSE,TERR,55.69025,3.6,12.0,14.4,8.4,10.8,101.0,358f0fc93e74dd7e2e1683b311de9c93
195,SW11 1DW,5,HSE,TERR,56.66875,18.1,26.5,28.7,8.4,10.6,126.0,6a444eb376cc545a7ddee4683d4107bd
196,SW11 3AA,2,FLA,CNV,59.49126,3.5,10.5,15.3,7.0,11.8,82.0,358f0fc93e74dd7e2e1683b311de9c93
197,SW11 3AA,1,FLA,CNV,59.49126,3.5,10.5,15.3,7.0,11.8,82.0,358f0fc93e74dd7e2e1683b311de9c93
