,postcode,bedrooms,main_type,second_level_type,footprint_area_sqm,abshmin,absh2,abshmax,relh2,relhmax,internal_floor_area_sqm,chain_1_hash
13492,SW15 2RQ,3,HSE,TERR,83.0325,15.1,23.0,24.8,7.9,9.7,134.0,4895e1834d6d7876713586a15f8ccc00
13493,SW15 2RQ,3,HSE,TERR,64.7375,15.2,20.9,24.9,5.7,9.7,119.0,4895e1834d6d7876713586a15f8ccc00
13494,SW15 2RQ,2,HSE,TERR,94.87991,15.0,21.1,24.6,6.1,9.6,57.0,4895e1834d6d7876713586a15f8ccc00
13495,SW15 2RQ,5,HSE,TERR,86.62904,14.7,22.0,24.8,7.3,10.1,158.0,4895e1834d6d7876713586a15f8ccc00
13496,SW15 2RQ,4,HSE,TERR,65.94977,14.5,21.7,24.5,7.2,10.0,143.0,4895e1834d6d7876713586a15f8ccc00
13497,SW15 2RQ,1,FLA,CNV,60.54435,14.8,21.4,25.0,6.6,10.2,56.0,4895e1834d6d7876713586a15f8ccc00
13498,SW15 2RQ,3,FLA,CNV,81.86252,16.0,24.2,27.4,8.2,11.4,111.0,d04075fd24c9a0c53b2f4f9b0a8635fd
13499,SW15 2RQ,3,FLA,CNV,120.84631,15.8,24.4,27.6,8.6,11.8,91.0,d04075fd24c9a0c53b2f4f9b0a8635fd
13500,SW15 2RQ,2,FLA,CNV,98.17608,16.3,24.2,27.5,7.9,11.2,55.0,d04075fd24c9a0c53b2f4f9b0a8635fd
13501,SW15 2RR,2,FLA,BLK,525.99753,19.6,28.6,32.0,9.0,12.4,72.0,
13502,SW15 2RR,2,FLA,BLK,525.99753,19.6,28.6,32.0,9.0,12.4,88.0,
13503,SW15 2RR,1,FLA,BLK,525.99753,19.6,28.6,32.0,9.0,12.4,58.0,
13504,SW15 2RR,1,FLA,BLK,525.99753,19.6,28.6,32.0,9.0,12.4,60.0,
13505,SW15 2RR,1,FLA,BLK,525.99753,19.6,28.6,32.0,9.0,12.4,57.0,
13506,SW15 2RR,1,FLA,BLK,525.99753,19.6,28.6,32.0,9.0,12.4,60.0,
13507,SW15 2RR,1,FLA,BLK,525.99753,19.6,28.6,32.0,9.0,12.4,58.0,
13508,SW15 2RR,1,FLA,BLK,525.99753,19.6,28.6,32.0,9.0,12.4,54.0,
13509,SW15 2RR,0,FLA,BLK,525.99753,19.6,28.6,32.0,9.0,12.4,71.0,
13510,SW15 2RR,1,FLA,BLK,525.99753,19.6,28.6,32.0,9.0,12.4,54.0,
13511,SW15 2RR,1,FLA,BLK,525.99753,19.6,28.6,32.0,9.0,12.4,52.0,
13512,SW15 2RR,1,FLA,BLK,525.99753,19.6,28.6,32.0,9.0,12.4,54.0,
13513,SW15 2RR,2,FLA,BLK,525.99753,19.6,28.6,32.0,9.0,12.4,70.0,
13514,SW15 2RS,4,HSE,SEM,114.29685,19.3,24.2,26.4,4.9,7.1,154.0,fb9096be8ddc80492ece1d933c071936
13515,SW15 2RS,4,HSE,SEM,115.3152,19.4,24.6,26.2,5.2,6.8,157.0,fb9096be8ddc80492ece1d933c071936
13516,SW15 2RT,0,FLA,BLK,461.94127,20.5,32.2,35.5,11.7,15.0,56.0,
13517,SW15 2RT,2,FLA,BLK,461.94127,20.5,32.2,35.5,11.7,15.0,60.0,
13518,SW15 2RT,2,FLA,BLK,461.94127,20.5,32.2,35.5,11.7,15.0,58.0,
13519,SW15 2RT,2,FLA,BLK,461.94127,20.5,32.2,35.5,11.7,15.0,63.0,
13520,SW15 2RT,2,FLA,BLK,461.94127,20.5,32.2,35.5,11.7,15.0,60.0,
13521,SW15 2RT,2,FLA,BLK,461.94127,20.5,32.2,35.5,11.7,15.0,58.0,
13522,SW15 2RT,2,FLA,BLK,461.94127,20.5,32.2,35.5,11.7,15.0,60.0,
13523,SW15 2RT,2,FLA,BLK,461.94127,20.5,32.2,35.5,11.7,15.0,60.0,
13524,SW15 2RT,2,FLA,BLK,461.94127,20.5,32.2,35.5,11.7,15.0,63.0,
13525,SW15 2RT,2,FLA,BLK,461.94127,20.5,32.2,35.5,11.7,15.0,60.0,
13526,SW15 2RT,2,FLA,BLK,461.94127,20.5,32.2,35.5,11.7,15.0,61.0,
13527,SW15 2RT,2,FLA,BLK,461.94127,20.5,32.2,35.5,11.7,15.0,65.0,
13528,SW15 2RT,2,FLA,BLK,461.94127,20.5,32.2,35.5,11.7,15.0,62.0,
13529,SW15 2RT,2,FLA,BLK,461.94127,20.5,32.2,35.5,11.7,15.0,68.0,
13530,SW15 2RT,2,FLA,BLK,461.94127,20.5,32.2,35.5,11.7,15.0,61.0,
13531,SW15 2RX,1,FLA,CNV,118.60547,19.0,26.5,31.9,7.5,12.9,77.0,bee31641dbc3a9a4ec2659a3d8f7d297
13532,SW15 2RX,0,FLA,CNV,76.46502,19.2,27.5,32.6,8.3,13.4,77.0,bee31641dbc3a9a4ec2659a3d8f7d297
13533,SW15 2RZ,4,HSE,TERR,86.18376,18.8,25.4,29.9,6.6,11.1,168.0,b203e3f47a0cf6f314546d3a520ef22a
13534,SW15 2RZ,4,HSE,TERR,60.37,18.7,26.3,29.0,7.6,10.3,132.0,b203e3f47a0cf6f314546d3a520ef22a
13535,SW15 2RZ,4,HSE,TERR,77.24315,18.7,25.5,29.0,6.8,10.3,158.0,b203e3f47a0cf6f314546d3a520ef22a
13536,SW15 2RZ,4,HSE,TERR,58.62124,18.7,26.0,28.8,7.3,10.1,135.0,6a6e00f9c4c4ab790064f12d6409f29b
13537,SW15 2RZ,4,HSE,TERR,74.04447,18.5,25.9,29.0,7.4,10.5,139.0,726e4456ec289b92ea892c7a753cca93
13538,SW15 2RZ,5,HSE,TERR,124.54897,17.9,26.7,29.0,8.8,11.1,333.0,726e4456ec289b92ea892c7a753cca93
13539,SW15 2RZ,5,HSE,TERR,77.83423,17.7,24.6,29.5,6.9,11.8,171.0,726e4456ec289b92ea892c7a753cca93
13540,SW15 2RZ,5,HSE,TERR,90.41008,17.2,24.4,27.2,7.2,10.0,204.0,726e4456ec289b92ea892c7a753cca93
13541,SW15 2RZ,4,HSE,TERR,84.42783,17.1,23.6,27.6,6.5,10.5,156.0,726e4456ec289b92ea892c7a753cca93
13542,SW15 2RZ,5,HSE,TERR,100.18141,17.0,24.2,27.3,7.2,10.3,149.0,726e4456ec289b92ea892c7a753cca93
13543,SW15 2RZ,3,HSE,TERR,49.12874,18.9,27.6,29.0,8.7,10.1,117.0,b203e3f47a0cf6f314546d3a520ef22a
13544,SW15 2SA,5,HSE,TERR,90.73955,17.7,25.3,28.4,7.6,10.7,145.0,fdd39ec968022550332bc7bb8da1a154
13545,SW15 2SA,4,HSE,TERR,76.73748,17.8,25.7,28.8,7.9,11.0,145.0,fdd39ec968022550332bc7bb8da1a154
13546,SW15 2SA,4,HSE,TERR,105.90125,17.6,25.7,29.1,8.1,11.5,137.0,2c4643a54a73aa3663592d151bc3f28d
13547,SW15 2SA,5,HSE,TERR,94.56951,17.6,24.6,28.0,7.0,10.4,179.0,2c4643a54a73aa3663592d151bc3f28d
13548,SW15 2SA,5,HSE,TERR,66.45004,17.6,25.5,28.1,7.9,10.5,170.0,2c4643a54a73aa3663592d151bc3f28d
13549,SW15 2SA,4,HSE,TERR,67.15877,17.6,26.1,27.6,8.5,10.0,176.0,2c4643a54a73aa3663592d151bc3f28d
13550,SW15 2SA,4,HSE,TERR,133.64793,17.5,25.2,28.3,7.7,10.8,264.0,2c4643a54a73aa3663592d151bc3f28d
13551,SW15 2SA,4,HSE,TERR,77.77126,16.5,23.3,26.6,6.8,10.1,161.0,2c4643a54a73aa3663592d151bc3f28d
13552,SW15 2SA,4,HSE,TERR,81.23908,17.6,25.0,28.3,7.4,10.7,150.0,2c4643a54a73aa3663592d151bc3f28d
13553,SW15 2SA,4,FLA,CNV,124.05196,17.4,24.7,27.8,7.3,10.4,133.0,2c4643a54a73aa3663592d151bc3f28d
13554,SW15 2SA,1,FLA,CNV,124.05196,17.4,24.7,27.8,7.3,10.4,43.0,2c4643a54a73aa3663592d151bc3f28d
13555,SW15 2SA,1,FLA,CNV,124.05196,17.4,24.7,27.8,7.3,10.4,55.0,2c4643a54a73aa3663592d151bc3f28d
13556,SW15 2SA,3,FLA,CNV,99.9502,18.0,25.7,28.3,7.7,10.3,72.0,403db71f9f34dffe53818590f3853279
13557,SW15 2SA,1,FLA,CNV,69.89,17.7,25.9,29.1,8.2,11.4,69.0,2c4643a54a73aa3663592d151bc3f28d
13558,SW15 2SA,1,FLA,CNV,69.89,17.7,25.9,29.1,8.2,11.4,39.0,2c4643a54a73aa3663592d151bc3f28d
13559,SW15 2SA,3,FLA,CNV,83.18849,17.7,24.8,29.0,7.1,11.3,39.0,2c4643a54a73aa3663592d151bc3f28d
13560,SW15 2SA,3,FLA,CNV,72.41372,16.6,24.5,26.6,7.9,10.0,76.0,2c4643a54a73aa3663592d151bc3f28d
13561,SW15 2SP,3,FLA,CNV,225.276,13.9,20.5,23.0,6.6,9.1,113.0,
13562,SW15 2SU,1,FLA,BLK,417.46124,17.7,34.9,39.2,17.2,21.5,58.0,
13563,SW15 2SY,1,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,43.0,
13564,SW15 2SY,2,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,52.0,
13565,SW15 2SY,2,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,65.0,
13566,SW15 2SY,2,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,60.0,
13567,SW15 2SY,1,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,42.0,
13568,SW15 2SY,2,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,53.0,
13569,SW15 2SY,2,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,60.0,
13570,SW15 2SY,2,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,65.0,
13571,SW15 2SY,1,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,44.0,
13572,SW15 2SY,2,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,54.0,
13573,SW15 2SY,1,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,43.0,
13574,SW15 2SY,2,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,57.0,
13575,SW15 2SY,2,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,75.0,
13576,SW15 2SY,1,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,40.0,
13577,SW15 2SY,2,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,54.0,
13578,SW15 2SY,1,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,42.0,
13579,SW15 2SY,2,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,57.0,
13580,SW15 2SY,2,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,63.0,
13581,SW15 2SY,2,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,62.0,
13582,SW15 2SY,1,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,42.0,
13583,SW15 2SY,1,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,43.0,
13584,SW15 2SY,2,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,62.0,
13585,SW15 2SY,1,FLA,BLK,518.44126,15.0,30.3,34.2,15.3,19.2,42.0,
13586,SW15 2TX,2,FLA,CNV,126.9875,14.2,25.7,30.5,11.5,16.3,54.0,aacdda53fbfd1c4c989eea547188c8bc
13587,SW15 2TX,1,FLA,CNV,104.16998,14.1,26.6,30.7,12.5,16.6,57.0,aacdda53fbfd1c4c989eea547188c8bc
13588,SW15 2UE,4,HSE,DET,71.61002,29.4,37.4,40.1,8.0,10.7,175.0,
13589,SW15 2UE,4,FLA,CNV,219.35253,32.6,40.8,44.9,8.2,12.3,169.0,
13590,SW15 2UE,4,HSE,DET,71.71645,29.6,37.1,40.6,7.5,11.0,176.0,
13591,SW15 2UE,4,HSE,DET,111.099,29.7,37.1,40.4,7.4,10.7,187.0,
13592,SW15 2UF,2,FLA,BLK,152.18002,27.8,36.2,39.6,8.4,11.8,60.0,07984a831b871bdb30658d84084bcc4c
13593,SW15 2UF,2,FLA,BLK,152.18002,27.8,36.2,39.6,8.4,11.8,58.0,07984a831b871bdb30658d84084bcc4c
13594,SW15 2UF,2,FLA,BLK,152.18002,27.8,36.2,39.6,8.4,11.8,58.0,07984a831b871bdb30658d84084bcc4c
13595,SW15 2UF,2,FLA,BLK,152.18002,27.8,36.2,39.6,8.4,11.8,59.0,07984a831b871bdb30658d84084bcc4c
13596,SW15 2UF,2,FLA,BLK,152.18002,27.8,36.2,39.6,8.4,11.8,63.0,07984a831b871bdb30658d84084bcc4c
13597,SW15 2UF,2,FLA,BLK,152.44874,28.0,36.5,39.8,8.5,11.8,56.0,07984a831b871bdb30658d84084bcc4c
13598,SW15 2UF,2,FLA,BLK,152.44874,28.0,36.5,39.8,8.5,11.8,69.0,07984a831b871bdb30658d84084bcc4c
13599,SW15 2UF,2,FLA,BLK,152.44874,28.0,36.5,39.8,8.5,11.8,57.0,07984a831b871bdb30658d84084bcc4c
13600,SW15 2UF,2,FLA,BLK,152.44874,28.0,36.5,39.8,8.5,11.8,68.0,07984a831b871bdb30658d84084bcc4c
13601,SW15 2UF,2,FLA,BLK,152.44874,28.0,36.5,39.8,8.5,11.8,64.0,07984a831b871bdb30658d84084bcc4c
13602,SW15 2UF,0,FLA,BLK,152.44874,28.0,36.5,39.8,8.5,11.8,79.0,07984a831b871bdb30658d84084bcc4c
13603,SW15 2UJ,3,HSE,DET,76.89591,22.1,29.2,31.4,7.1,9.3,90.0,
13604,SW15 2UJ,2,FLA,BLK,93.20126,20.7,29.0,33.2,8.3,12.5,67.0,8d5597640bc53a5530ee29d33172b11e
13605,SW15 2UJ,2,FLA,BLK,93.20126,20.7,29.0,33.2,8.3,12.5,72.0,8d5597640bc53a5530ee29d33172b11e
13606,SW15 2UJ,3,FLA,CNV,88.37751,20.0,29.3,31.8,9.3,11.8,95.0,375bd9eb9ebb66a89a7bfdda902bff00
13607,SW15 2UJ,5,FLA,CNV,88.37751,20.0,29.3,31.8,9.3,11.8,150.0,375bd9eb9ebb66a89a7bfdda902bff00
13608,SW15 2UL,4,HSE,DET,105.85075,22.9,29.1,32.6,6.2,9.7,206.0,
13609,SW15 2UN,4,HSE,SEM,112.45294,23.9,26.4,31.5,2.5,7.6,95.0,ab2d7956de9e602d2197a5d9431c2fc2
13610,SW15 2UN,3,HSE,TERR,53.39626,24.5,29.9,32.9,5.4,8.4,95.0,8cc720a9ffe7dcf055b21ed8c1b5c093
13611,SW15 2UN,2,HSE,SEM,58.72923,24.6,29.9,32.3,5.3,7.7,93.0,8cc720a9ffe7dcf055b21ed8c1b5c093
13612,SW15 2UN,1,FLA,BLK,183.90651,23.6,31.0,35.4,7.4,11.8,73.0,
13613,SW15 2UN,2,HSE,TERR,43.5475,24.5,30.2,32.6,5.7,8.1,77.0,da192ff3b73c71d9812f395f0c061653
13614,SW15 2UN,2,HSE,SEM,47.9675,24.1,30.7,33.3,6.6,9.2,77.0,a924383f7e1b3354141f22ea5c976f12
13615,SW15 2UN,3,HSE,SEM,48.48225,24.2,30.1,33.9,5.9,9.7,85.0,a924383f7e1b3354141f22ea5c976f12
13616,SW15 2UN,2,FLA,BLK,187.46962,24.3,31.1,36.2,6.8,11.9,74.0,
13617,SW15 2UN,2,FLA,BLK,187.46962,24.3,31.1,36.2,6.8,11.9,72.0,
13618,SW15 2UN,2,FLA,BLK,187.46962,24.3,31.1,36.2,6.8,11.9,71.0,
13619,SW15 2UN,2,HSE,TERR,43.04499,23.9,30.2,32.3,6.3,8.4,75.0,33d90a36f049dc5b5318adfcd937a9e2
13620,SW15 2UN,2,HSE,TERR,39.0725,23.9,30.2,32.4,6.3,8.5,80.0,33d90a36f049dc5b5318adfcd937a9e2
13621,SW15 2UN,2,FLA,BLK,183.90651,23.6,31.0,35.4,7.4,11.8,73.0,
13622,SW15 2UN,2,FLA,BLK,183.90651,23.6,31.0,35.4,7.4,11.8,73.0,
13623,SW15 2YA,1,HSE,TERR,97.91954,18.3,25.1,28.2,6.8,9.9,168.0,6698fa98ad4abf665d7f04233b26057b
13624,SW15 2YA,0,HSE,TERR,69.1424,18.5,25.2,28.0,6.7,9.5,166.0,6698fa98ad4abf665d7f04233b26057b
13625,SW15 2YA,4,HSE,TERR,69.1424,18.6,25.7,27.9,7.1,9.3,167.0,6698fa98ad4abf665d7f04233b26057b
13626,SW15 3AP,4,HSE,TERR,45.76909,36.5,46.8,47.5,10.3,11.0,118.0,0c7ca876a22959b63a984b482cdc842f
13627,SW15 3AP,5,HSE,TERR,55.22825,35.6,46.2,47.3,10.6,11.7,138.0,f7b25bf6a7093cb5221c3e7da248ad87
13628,SW15 3AP,4,HSE,TERR,53.18241,37.6,47.8,48.7,10.2,11.1,138.0,75fad61c459c1c4f8f2852bbd5bd7e57
13629,SW15 3AP,4,HSE,SEM,57.30956,36.9,46.6,47.4,9.7,10.5,118.0,52d84ce196ca38ad6355d597ae770b98
13630,SW15 1JU,2,FLA,CNV,61.92377,5.4,11.3,15.8,5.9,10.4,48.0,872f2f06d2c2a7617fd90182cbdff339
13631,SW15 1JY,1,FLA,CNV,54.99626,7.2,11.7,17.0,4.5,9.8,47.0,d070ec5a27609c95f87596e92b56ea29
13632,SW15 6JR,3,FLA,BLK,493.09641,8.4,15.5,19.5,7.1,11.1,98.0,3d75b39c9857171fd8ae09ac922935b0
13633,SW15 2NP,2,HSE,TERR,68.26263,7.5,15.2,17.6,7.7,10.1,120.0,3c9e5d91e2f858f3f55deddd105122d6
13634,SW15 2RX,2,FLA,CNV,115.69069,19.4,27.6,32.6,8.2,13.2,84.0,bee31641dbc3a9a4ec2659a3d8f7d297
13635,SW15 2RX,2,FLA,CNV,115.69069,19.4,27.6,32.6,8.2,13.2,86.0,bee31641dbc3a9a4ec2659a3d8f7d297
13636,SW15 1NR,2,FLA,CNV,73.9426,9.4,18.2,21.4,8.8,12.0,96.0,7bbe648e8860973db696cc8d74992ba5
13637,SW15 3SH,3,FLA,BLK,229.55556,37.5,47.0,53.0,9.5,15.5,60.0,
13638,SW15 2RQ,2,FLA,CNV,84.97021,14.2,21.1,24.3,6.9,10.1,62.0,4895e1834d6d7876713586a15f8ccc00
13639,SW15 2PA,3,FLA,CNV,106.63005,10.1,16.3,19.6,6.2,9.5,93.0,84491fbea6515f6c3869dbf45a9ab3fc
13640,SW15 5QX,2,FLA,CNV,147.51327,10.4,17.0,20.8,6.6,10.4,102.0,
13641,SW15 1PZ,4,HSE,TERR,116.05262,9.1,16.1,19.9,7.0,10.8,183.0,3807b15d0abd1619ce50027c844943e5
13642,SW15 1JU,1,FLA,CNV,69.02126,7.5,14.3,16.8,6.8,9.3,52.0,e3c2575744e193a8a7594d11477d12e8
13643,SW15 1AN,3,FLA,CNV,107.4775,9.5,15.5,17.7,6.0,8.2,84.0,cad54880bb27bad1b65f7eec2b69d393
13644,SW15 5LT,2,FLA,CNV,155.24342,14.1,20.3,24.6,6.2,10.5,77.0,c1c2b120d6c17d85b7c78c5a0a1505be
13645,SW15 2PA,2,FLA,CNV,80.07333,10.5,17.1,19.7,6.6,9.2,75.0,e454a14536e06bbb0bdff62e19944cbd
13646,SW15 4JY,2,FLA,CNV,49.40029,37.7,43.9,48.1,6.2,10.4,44.0,d2215c43e8928e81f59a279aba6a131e
13647,SW15 2DS,3,FLA,CNV,86.88225,10.5,18.7,20.1,8.2,9.6,56.0,8cd87eda0c708cbb66f65693d4be8696
13648,SW18 1AA,3,HSE,TERR,95.26126,18.9,25.4,29.6,6.5,10.7,152.0,fd08048e142a5ff6e4aa9a36adae7930
13649,SW18 1AA,1,FLA,CNV,87.27751,17.7,27.0,27.4,9.3,9.7,76.0,7d5801e8b8d886149654df0b555fd4e5
13650,SW18 1AB,4,HSE,TERR,74.65565,17.9,27.8,29.3,9.9,11.4,146.0,cb207300ed4809982de80231a8f10eee
13651,SW18 1AB,4,HSE,TERR,86.22288,17.4,24.8,27.0,7.4,9.6,185.0,cb207300ed4809982de80231a8f10eee
13652,SW18 1AB,3,HSE,TERR,68.50254,17.1,24.2,27.4,7.1,10.3,152.0,cb207300ed4809982de80231a8f10eee
13653,SW18 1AB,5,HSE,TERR,71.48442,16.7,21.8,26.4,5.1,9.7,167.0,cb207300ed4809982de80231a8f10eee
13654,SW18 1AB,5,HSE,TERR,75.90564,16.3,23.2,26.2,6.9,9.9,167.0,cb207300ed4809982de80231a8f10eee
13655,SW18 1AB,4,HSE,TERR,78.701,15.8,23.6,25.6,7.8,9.8,169.0,cb207300ed4809982de80231a8f10eee
13656,SW18 1AB,5,HSE,TERR,108.90349,19.3,25.0,29.3,5.7,10.0,167.0,78be1ab18bc6eedddd373dfa2c4ed741
13657,SW18 1AB,4,HSE,TERR,80.68633,14.4,19.6,24.3,5.2,9.9,176.0,cb207300ed4809982de80231a8f10eee
13658,SW18 1AB,3,HSE,TERR,91.80734,13.8,21.9,24.4,8.1,10.6,173.0,cb207300ed4809982de80231a8f10eee
13659,SW18 1AB,4,HSE,TERR,104.75346,19.2,26.5,28.7,7.3,9.5,204.0,78be1ab18bc6eedddd373dfa2c4ed741
13660,SW18 1AD,4,HSE,TERR,71.15773,14.9,23.3,25.5,8.4,10.6,148.0,8578c9c43640a7075f7e88025e55ec7e
13661,SW18 1AD,4,HSE,TERR,58.87872,16.6,22.6,26.1,6.0,9.5,127.0,c45ef8c52b7510acd093ea6dc2eacba0
13662,SW18 1AD,4,HSE,TERR,82.72406,16.6,23.6,26.3,7.0,9.7,148.0,c45ef8c52b7510acd093ea6dc2eacba0
13663,SW18 1AD,3,HSE,TERR,74.91767,14.6,21.3,24.7,6.7,10.1,124.0,8578c9c43640a7075f7e88025e55ec7e
13664,SW18 1AD,4,HSE,TERR,78.02067,16.6,23.2,25.7,6.6,9.1,160.0,c45ef8c52b7510acd093ea6dc2eacba0
13665,SW18 1AD,4,HSE,TERR,77.79994,16.6,19.2,26.1,2.6,9.5,144.0,c45ef8c52b7510acd093ea6dc2eacba0
13666,SW18 1AD,3,HSE,TERR,69.23143,14.6,23.0,25.2,8.4,10.6,165.0,8578c9c43640a7075f7e88025e55ec7e
13667,SW18 1AD,4,HSE,TERR,67.26608,14.7,21.5,25.2,6.8,10.5,130.0,8578c9c43640a7075f7e88025e55ec7e
13668,SW18 2AA,4,FLA,BLK,120.74874,17.9,27.4,30.9,9.5,13.0,213.0,
13669,SW18 2AA,3,HSE,DET,69.81383,18.8,23.2,25.2,4.4,6.4,131.0,
13670,SW18 2AB,2,HSE,TERR,42.40905,10.0,16.0,17.7,6.0,7.7,72.0,49b46091f80e2760cda49c258b2c39a0
13671,SW18 2AB,3,FLA,CNV,67.84856,10.1,16.3,17.8,6.2,7.7,60.0,49b46091f80e2760cda49c258b2c39a0
13672,SW18 2AB,2,FLA,CNV,67.84856,10.1,16.3,17.8,6.2,7.7,53.0,49b46091f80e2760cda49c258b2c39a0
13673,SW18 1AD,3,HSE,TERR,68.7205,16.6,22.4,25.9,5.8,9.3,124.0,c45ef8c52b7510acd093ea6dc2eacba0
13674,SW18 1AD,4,HSE,TERR,65.62125,16.6,23.0,26.2,6.4,9.6,134.0,c45ef8c52b7510acd093ea6dc2eacba0
13675,SW18 1AD,4,HSE,TERR,68.07092,14.6,23.3,25.0,8.7,10.4,135.0,8578c9c43640a7075f7e88025e55ec7e
13676,SW18 1AD,4,HSE,TERR,69.87304,16.5,23.9,25.7,7.4,9.2,143.0,c45ef8c52b7510acd093ea6dc2eacba0
13677,SW18 2AE,3,FLA,BLK,899.51122,9.1,23.4,31.1,14.3,22.0,75.0,
13678,SW18 1AD,3,HSE,TERR,55.72626,14.6,19.5,25.1,4.9,10.5,108.0,8578c9c43640a7075f7e88025e55ec7e
13679,SW18 2AE,2,FLA,BLK,899.51122,9.1,23.4,31.1,14.3,22.0,63.0,
13680,SW18 1AD,3,HSE,TERR,70.89525,14.9,21.2,25.3,6.3,10.4,100.0,8578c9c43640a7075f7e88025e55ec7e
13681,SW18 2AE,3,FLA,BLK,899.51122,9.1,23.4,31.1,14.3,22.0,76.0,
13682,SW18 1AD,5,HSE,TERR,65.4171,16.6,23.1,26.0,6.5,9.4,142.0,c45ef8c52b7510acd093ea6dc2eacba0
13683,SW18 1AD,5,HSE,TERR,69.44508,14.9,22.5,25.6,7.6,10.7,140.0,8578c9c43640a7075f7e88025e55ec7e
13684,SW18 1AD,4,HSE,TERR,65.27159,16.6,23.1,26.1,6.5,9.5,123.0,c45ef8c52b7510acd093ea6dc2eacba0
13685,SW18 1AD,5,HSE,TERR,69.52005,14.7,22.5,26.0,7.8,11.3,155.0,8578c9c43640a7075f7e88025e55ec7e
13686,SW18 1AD,2,HSE,TERR,49.55784,16.4,18.6,21.7,2.2,5.3,80.0,db38821c611825844de947ecbc5a62b6
13687,SW18 2AE,3,FLA,BLK,899.51122,9.1,23.4,31.1,14.3,22.0,70.0,
13688,SW18 1AE,3,HSE,TERR,55.98374,14.3,21.0,24.3,6.7,10.0,96.0,db4a34d761b28f837c3af3d51e86e05f
13689,SW18 1AE,4,HSE,TERR,69.39392,13.9,22.4,24.1,8.5,10.2,174.0,db4a34d761b28f837c3af3d51e86e05f
13690,SW18 1AE,4,HSE,TERR,50.17496,13.2,21.9,23.1,8.7,9.9,157.0,db4a34d761b28f837c3af3d51e86e05f
13691,SW18 1AH,3,HSE,TERR,67.86088,9.6,14.6,19.0,5.0,9.4,82.0,9bf7d4b938372f024cbfb60855611e60
13692,SW18 1AH,4,HSE,TERR,63.6912,8.5,14.8,17.4,6.3,8.9,139.0,9bf7d4b938372f024cbfb60855611e60
13693,SW18 1AH,3,HSE,TERR,64.32747,8.2,13.9,17.2,5.7,9.0,118.0,9bf7d4b938372f024cbfb60855611e60
13694,SW18 1AH,2,HSE,TERR,55.24211,7.4,10.8,16.4,3.4,9.0,92.0,9bf7d4b938372f024cbfb60855611e60
13695,SW18 1AH,3,HSE,TERR,64.65183,7.1,11.3,15.2,4.2,8.1,112.0,9bf7d4b938372f024cbfb60855611e60
13696,SW18 2AE,3,FLA,BLK,899.51122,9.1,23.4,31.1,14.3,22.0,73.0,
13697,SW18 1AH,2,HSE,TERR,58.21005,6.2,11.0,13.6,4.8,7.4,90.0,9bf7d4b938372f024cbfb60855611e60
13698,SW18 1AH,3,HSE,TERR,72.19959,6.0,10.4,13.7,4.4,7.7,101.0,9bf7d4b938372f024cbfb60855611e60
13699,SW18 2AE,3,FLA,BLK,899.51122,9.1,23.4,31.1,14.3,22.0,69.0,
13700,SW18 1AH,3,HSE,TERR,58.58043,5.9,10.9,13.6,5.0,7.7,104.0,9bf7d4b938372f024cbfb60855611e60
13701,SW18 1AH,3,HSE,TERR,61.95988,5.8,10.9,13.7,5.1,7.9,122.0,9bf7d4b938372f024cbfb60855611e60
13702,SW18 1AH,3,HSE,TERR,63.93059,5.7,12.3,13.7,6.6,8.0,120.0,9bf7d4b938372f024cbfb60855611e60
13703,SW18 1AH,3,HSE,TERR,63.89502,5.6,11.0,13.7,5.4,8.1,105.0,9bf7d4b938372f024cbfb60855611e60
13704,SW18 2AE,2,FLA,BLK,899.51122,9.1,23.4,31.1,14.3,22.0,63.0,
13705,SW18 1AH,2,HSE,TERR,64.24212,5.6,10.7,13.8,5.1,8.2,138.0,9bf7d4b938372f024cbfb60855611e60
13706,SW18 1AH,3,HSE,TERR,66.5219,5.5,10.3,13.7,4.8,8.2,111.0,9bf7d4b938372f024cbfb60855611e60
